name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,sum_time_network,nb_hits_with_time_network,min_time_network,max_time_network,sum_time_server,nb_hits_with_time_server,min_time_server,max_time_server,sum_time_transfer,nb_hits_with_time_transfer,min_time_transfer,max_time_transfer,sum_time_dom_processing,nb_hits_with_time_dom_processing,min_time_dom_processing,max_time_dom_processing,sum_time_dom_completion,nb_hits_with_time_dom_completion,min_time_dom_completion,max_time_dom_completion,sum_time_on_load,nb_hits_with_time_on_load,min_time_on_load,max_time_on_load,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,metadata_segment,date
anteil-kirchgemeinden-an-allg-gemeindesteuern,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gebaudevolumen-zunahme,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
altersquotient,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-vollzeitbeschaftigte-landwirtschaft,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauzonen-uberbaut-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grosse-betriebe-250-vza-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuerstellte-efh-whg,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
personenwagen-pro-1000-einwohner-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
landwirtschaftliche-nutzflache-ha,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geb-vol-infrastruktur-zunahme,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zuzuge-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
total-quellensteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
selbstfinanzierungsgrad,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o-steuerbares-vermogen-naturliche-pers-1000-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nur-an-der-quelle-besteuerte-quellensteuerpfl-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-grundsteuern-am-steuerertrag,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerbares-einkommen-naturliche-pers-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wahlarchiv-nationalratswahlen,07.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-ubrige-andere-ohne-konfession-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerfuss-ohne-kirchen,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauinv-wohnen-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verpackungsglasmengen-tonnen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verkaufe-efh-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-ohne-gk,22.09.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krw-wahleranteil-svp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nrw-wahleranteil-glp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
heiraten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krw-wahleranteil-al,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuzulassungen-benzinmotor,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-anteil-15-19-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerbares-vermogen-naturliche-pers-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerungszunahme-5-jahre-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauinv-ver-entsorg-5-jahre-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bestand-hybridantrieb,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nettoaufwand-bildung-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
finanzvermogen-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
personalsteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ordentlich-und-an-der-quelle-besteuerte-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
katholische-kirchensteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
auslanderanteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-heimat-ausland-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kleine-betriebe-10-49-vza-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anteil-2-zi-wohnungen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
schul-kindergarten-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nrw-wahleranteil-al,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miv-anteil-modal-split,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hotelbetten-pro-1000-einwohner-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bevolkerung-frauen-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scheidungen-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pw-neuzulassungen-pro-1000-einw-anz,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steuerkraft-arith-mittel-3-jahre-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nettoaufwand-umweltschutz-und-raumordnung-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauinv-spital-kultur-usw-5-j-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krw-wahleranteil-glp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nrw-wahleranteil-fdp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bezugerquote-der-bedarfsabh-sozialleistungen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wegzuge-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
baulandpreis-modell-median-fr-m2,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gesamtsteuerfuss-ohne-kirchen,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-personenhaushalte-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
